REF_DATE,GEO,Labour_force_characteristics,NAICS,Sex,VALUE
2012,Ontario,Employment,Manufacturing,Males,546.5
2012,Ontario,Employment,Manufacturing,Females,232.7
2012,Ontario,Employment,Services-producing sector,Males,2382.6
2012,Ontario,Employment,Services-producing sector,Females,2904.7
2012,Ontario,Employment,Transportation and warehousing,Males,236.1
2012,Ontario,Employment,Transportation and warehousing,Females,76.4
2012,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Males,215.8
2012,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Females,279.8
2012,Ontario,Employment,"Professional, scientific and technical services",Males,306.3
2012,Ontario,Employment,"Professional, scientific and technical services",Females,224.0
2012,Ontario,Employment,Educational services,Males,153.0
2012,Ontario,Employment,Educational services,Females,312.1
2012,Ontario,Employment,Health care and social assistance,Males,135.9
2012,Ontario,Employment,Health care and social assistance,Females,632.9
2012,Ontario,Employment,"Information, culture and recreation",Males,173.2
2012,Ontario,Employment,"Information, culture and recreation",Females,146.5
2012,Manitoba,Employment,Goods-producing sector,Males,116.8
2012,Manitoba,Employment,Goods-producing sector,Females,25.1
2012,Manitoba,Employment,Construction,Males,40.9
2012,Manitoba,Employment,Construction,Females,3.5
2012,Manitoba,Employment,Manufacturing,Males,46.6
2012,Manitoba,Employment,Manufacturing,Females,15.0
2012,Manitoba,Employment,Services-producing sector,Males,214.4
2012,Manitoba,Employment,Services-producing sector,Females,265.3
2012,Manitoba,Employment,Transportation and warehousing,Males,29.6
2012,Manitoba,Employment,Transportation and warehousing,Females,7.0
2012,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Males,13.1
2012,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Females,21.4
2012,Manitoba,Employment,"Professional, scientific and technical services",Males,14.5
2012,Manitoba,Employment,"Professional, scientific and technical services",Females,12.2
2012,Manitoba,Employment,Educational services,Males,15.3
2012,Manitoba,Employment,Educational services,Females,30.3
2012,Manitoba,Employment,Health care and social assistance,Males,19.7
2012,Manitoba,Employment,Health care and social assistance,Females,75.2
2012,Manitoba,Employment,"Information, culture and recreation",Males,12.0
2012,Manitoba,Employment,"Information, culture and recreation",Females,10.8
2012,Saskatchewan,Employment,Goods-producing sector,Males,122.9
2012,Saskatchewan,Employment,Goods-producing sector,Females,25.7
2012,Saskatchewan,Employment,Construction,Males,42.7
2012,Saskatchewan,Employment,Construction,Females,5.5
2012,Saskatchewan,Employment,Manufacturing,Males,22.3
2012,Saskatchewan,Employment,Manufacturing,Females,5.4
2012,Saskatchewan,Employment,Services-producing sector,Males,176.2
2012,Saskatchewan,Employment,Services-producing sector,Females,223.6
2012,Saskatchewan,Employment,Transportation and warehousing,Males,21.9
2012,Saskatchewan,Employment,Transportation and warehousing,Females,5.9
2012,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Males,11.5
2012,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Females,17.1
2012,Saskatchewan,Employment,"Professional, scientific and technical services",Males,13.0
2012,Saskatchewan,Employment,"Professional, scientific and technical services",Females,10.3
2012,Saskatchewan,Employment,Educational services,Males,12.7
2012,Saskatchewan,Employment,Educational services,Females,27.9
2012,Saskatchewan,Employment,Health care and social assistance,Males,11.8
2012,Saskatchewan,Employment,Health care and social assistance,Females,59.2
2012,Saskatchewan,Employment,"Information, culture and recreation",Males,9.7
2012,Saskatchewan,Employment,"Information, culture and recreation",Females,9.3
2012,Alberta,Employment,Goods-producing sector,Males,487.4
2012,Alberta,Employment,Goods-producing sector,Females,135.4
2012,Alberta,Employment,Construction,Males,201.7
2012,Alberta,Employment,Construction,Females,34.3
2012,Alberta,Employment,Manufacturing,Males,103.9
2012,Alberta,Employment,Manufacturing,Females,33.7
2012,Alberta,Employment,Services-producing sector,Males,701.5
2012,Alberta,Employment,Services-producing sector,Females,848.2
2012,Alberta,Employment,Transportation and warehousing,Males,86.9
2012,Alberta,Employment,Transportation and warehousing,Females,30.4
2012,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Males,38.4
2012,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Females,59.0
2012,Alberta,Employment,"Professional, scientific and technical services",Males,93.9
2012,Alberta,Employment,"Professional, scientific and technical services",Females,72.4
2012,Alberta,Employment,Educational services,Males,42.3
2012,Alberta,Employment,Educational services,Females,85.9
2012,Alberta,Employment,Health care and social assistance,Males,36.9
2012,Alberta,Employment,Health care and social assistance,Females,194.4
2012,Alberta,Employment,"Information, culture and recreation",Males,35.1
2012,Alberta,Employment,"Information, culture and recreation",Females,35.3
2012,British Columbia,Employment,Goods-producing sector,Males,350.4
2012,British Columbia,Employment,Goods-producing sector,Females,91.1
2012,British Columbia,Employment,Construction,Males,172.3
2012,British Columbia,Employment,Construction,Females,26.3
2012,British Columbia,Employment,Manufacturing,Males,121.2
2012,British Columbia,Employment,Manufacturing,Females,43.6
2012,British Columbia,Employment,Services-producing sector,Males,819.5
2012,British Columbia,Employment,Services-producing sector,Females,1001.5
2012,British Columbia,Employment,Transportation and warehousing,Males,98.1
2012,British Columbia,Employment,Transportation and warehousing,Females,31.2
2012,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Males,57.6
2012,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Females,78.9
2012,British Columbia,Employment,"Professional, scientific and technical services",Males,97.3
2012,British Columbia,Employment,"Professional, scientific and technical services",Females,72.9
2012,British Columbia,Employment,Educational services,Males,60.2
2012,British Columbia,Employment,Educational services,Females,104.4
2012,British Columbia,Employment,Health care and social assistance,Males,51.6
2012,British Columbia,Employment,Health care and social assistance,Females,223.6
2012,British Columbia,Employment,"Information, culture and recreation",Males,62.9
2012,British Columbia,Employment,"Information, culture and recreation",Females,46.0
2013,Newfoundland and Labrador,Employment,Goods-producing sector,Males,46.4
2013,Newfoundland and Labrador,Employment,Goods-producing sector,Females,9.4
2013,Newfoundland and Labrador,Employment,Construction,Males,20.8
2013,Newfoundland and Labrador,Employment,Construction,Females,2.0
2013,Newfoundland and Labrador,Employment,Manufacturing,Males,8.5
2013,Newfoundland and Labrador,Employment,Manufacturing,Females,3.1
2013,Newfoundland and Labrador,Employment,Services-producing sector,Males,78.8
2013,Newfoundland and Labrador,Employment,Services-producing sector,Females,108.2
2013,Newfoundland and Labrador,Employment,Transportation and warehousing,Males,8.7
2013,Newfoundland and Labrador,Employment,Transportation and warehousing,Females,2.5
2013,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Males,3.6
2013,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Females,4.8
2013,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Males,5.8
2013,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Females,3.6
2013,Newfoundland and Labrador,Employment,Educational services,Males,6.9
2013,Newfoundland and Labrador,Employment,Educational services,Females,11.2
2013,Newfoundland and Labrador,Employment,Health care and social assistance,Males,6.7
2013,Newfoundland and Labrador,Employment,Health care and social assistance,Females,32.7
2013,Newfoundland and Labrador,Employment,"Information, culture and recreation",Males,4.4
2013,Newfoundland and Labrador,Employment,"Information, culture and recreation",Females,2.6
2013,Prince Edward Island,Employment,Goods-producing sector,Males,14.0
2013,Prince Edward Island,Employment,Goods-producing sector,Females,3.4
2013,Prince Edward Island,Employment,Construction,Males,5.2
2013,Prince Edward Island,Employment,Construction,Females,0.3
2013,Prince Edward Island,Employment,Manufacturing,Males,3.2
2013,Prince Edward Island,Employment,Manufacturing,Females,1.7
2013,Prince Edward Island,Employment,Services-producing sector,Males,23.1
2013,Prince Edward Island,Employment,Services-producing sector,Females,33.6
2013,Prince Edward Island,Employment,Transportation and warehousing,Males,2.0
2013,Prince Edward Island,Employment,Transportation and warehousing,Females,0.4
2013,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Males,0.9
2013,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Females,1.3
2013,Prince Edward Island,Employment,"Professional, scientific and technical services",Males,1.6
2013,Prince Edward Island,Employment,"Professional, scientific and technical services",Females,1.5
2013,Prince Edward Island,Employment,Educational services,Males,1.8
2013,Prince Edward Island,Employment,Educational services,Females,3.8
2013,Prince Edward Island,Employment,Health care and social assistance,Males,1.8
2013,Prince Edward Island,Employment,Health care and social assistance,Females,9.0
2013,Prince Edward Island,Employment,"Information, culture and recreation",Males,1.6
2013,Prince Edward Island,Employment,"Information, culture and recreation",Females,1.3
2013,Nova Scotia,Employment,Goods-producing sector,Males,71.9
2013,Nova Scotia,Employment,Goods-producing sector,Females,14.9
2013,Nova Scotia,Employment,Construction,Males,31.2
2013,Nova Scotia,Employment,Construction,Females,3.5
2013,Nova Scotia,Employment,Manufacturing,Males,22.9
2013,Nova Scotia,Employment,Manufacturing,Females,7.8
2013,Nova Scotia,Employment,Services-producing sector,Males,154.8
2013,Nova Scotia,Employment,Services-producing sector,Females,211.1
2013,Nova Scotia,Employment,Transportation and warehousing,Males,14.1
2013,Nova Scotia,Employment,Transportation and warehousing,Females,5.5
2013,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Males,8.3
2013,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Females,12.5
2013,Nova Scotia,Employment,"Professional, scientific and technical services",Males,14.6
2013,Nova Scotia,Employment,"Professional, scientific and technical services",Females,12.0
2013,Nova Scotia,Employment,Educational services,Males,12.3
2013,Nova Scotia,Employment,Educational services,Females,22.2
2013,Nova Scotia,Employment,Health care and social assistance,Males,11.4
2013,Nova Scotia,Employment,Health care and social assistance,Females,58.4
2013,Nova Scotia,Employment,"Information, culture and recreation",Males,10.1
2013,Nova Scotia,Employment,"Information, culture and recreation",Females,8.2
2013,New Brunswick,Employment,Goods-producing sector,Males,63.4
2013,New Brunswick,Employment,Goods-producing sector,Females,14.4
2013,New Brunswick,Employment,Construction,Males,26.2
2013,New Brunswick,Employment,Construction,Females,2.6
2013,New Brunswick,Employment,Manufacturing,Males,20.2
2013,New Brunswick,Employment,Manufacturing,Females,8.0
2013,New Brunswick,Employment,Services-producing sector,Males,115.9
2013,New Brunswick,Employment,Services-producing sector,Females,160.8
2013,New Brunswick,Employment,Transportation and warehousing,Males,13.5
2013,New Brunswick,Employment,Transportation and warehousing,Females,4.3
2013,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Males,5.6
2013,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Females,9.8
2013,New Brunswick,Employment,"Professional, scientific and technical services",Males,9.0
2013,New Brunswick,Employment,"Professional, scientific and technical services",Females,6.0
2013,New Brunswick,Employment,Educational services,Males,8.3
2013,New Brunswick,Employment,Educational services,Females,17.0
2013,New Brunswick,Employment,Health care and social assistance,Males,9.0
2013,New Brunswick,Employment,Health care and social assistance,Females,45.3
2013,New Brunswick,Employment,"Information, culture and recreation",Males,6.1
2013,New Brunswick,Employment,"Information, culture and recreation",Females,5.8
2013,Quebec,Employment,Goods-producing sector,Males,692.7
2013,Quebec,Employment,Goods-producing sector,Females,192.9
2013,Quebec,Employment,Construction,Males,245.3
2013,Quebec,Employment,Construction,Females,26.9
2013,Quebec,Employment,Manufacturing,Males,353.6
2013,Quebec,Employment,Manufacturing,Females,140.6
2013,Quebec,Employment,Services-producing sector,Males,1430.1
2013,Quebec,Employment,Services-producing sector,Females,1745.1
2013,Quebec,Employment,Transportation and warehousing,Males,140.2
2013,Quebec,Employment,Transportation and warehousing,Females,42.8
2013,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Males,92.9
2013,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Females,124.1
2013,Quebec,Employment,"Professional, scientific and technical services",Males,179.9
2013,Quebec,Employment,"Professional, scientific and technical services",Females,126.9
2013,Quebec,Employment,Educational services,Males,97.6
2013,Quebec,Employment,Educational services,Females,182.4
2013,Quebec,Employment,Health care and social assistance,Males,99.1
2013,Quebec,Employment,Health care and social assistance,Females,454.7
2013,Quebec,Employment,"Information, culture and recreation",Males,100.9
2013,Quebec,Employment,"Information, culture and recreation",Females,79.5
2013,Ontario,Employment,Goods-producing sector,Males,1083.4
2013,Ontario,Employment,Goods-producing sector,Females,314.1
2013,Ontario,Employment,Construction,Males,408.5
2013,Ontario,Employment,Construction,Females,50.6
2013,Ontario,Employment,Manufacturing,Males,545.2
2013,Ontario,Employment,Manufacturing,Females,221.8
2013,Ontario,Employment,Services-producing sector,Males,2439.4
2013,Ontario,Employment,Services-producing sector,Females,2986.5
2013,Ontario,Employment,Transportation and warehousing,Males,243.3
2013,Ontario,Employment,Transportation and warehousing,Females,93.0
2013,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Males,232.6
2013,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Females,277.8
2013,Ontario,Employment,"Professional, scientific and technical services",Males,297.1
2013,Ontario,Employment,"Professional, scientific and technical services",Females,245.7
2013,Ontario,Employment,Educational services,Males,156.8
2013,Ontario,Employment,Educational services,Females,326.5
2013,Ontario,Employment,Health care and social assistance,Males,136.5
2013,Ontario,Employment,Health care and social assistance,Females,654.2
2013,Ontario,Employment,"Information, culture and recreation",Males,167.2
2013,Ontario,Employment,"Information, culture and recreation",Females,144.4
2013,Manitoba,Employment,Goods-producing sector,Males,120.4
2013,Manitoba,Employment,Goods-producing sector,Females,26.2
2013,Manitoba,Employment,Construction,Males,41.0
2013,Manitoba,Employment,Construction,Females,4.0
2013,Manitoba,Employment,Manufacturing,Males,48.0
2013,Manitoba,Employment,Manufacturing,Females,14.6
2013,Manitoba,Employment,Services-producing sector,Males,211.9
2013,Manitoba,Employment,Services-producing sector,Females,267.3
2013,Manitoba,Employment,Transportation and warehousing,Males,29.7
2013,Manitoba,Employment,Transportation and warehousing,Females,7.4
2013,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Males,13.4
2013,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Females,19.9
2013,Manitoba,Employment,"Professional, scientific and technical services",Males,15.9
2013,Manitoba,Employment,"Professional, scientific and technical services",Females,10.8
2013,Manitoba,Employment,Educational services,Males,14.3
2013,Manitoba,Employment,Educational services,Females,31.6
2013,Manitoba,Employment,Health care and social assistance,Males,18.5
2013,Manitoba,Employment,Health care and social assistance,Females,77.4
2013,Manitoba,Employment,"Information, culture and recreation",Males,13.3
2013,Manitoba,Employment,"Information, culture and recreation",Females,11.2
2013,Saskatchewan,Employment,Goods-producing sector,Males,128.6
2013,Saskatchewan,Employment,Goods-producing sector,Females,29.9
2013,Saskatchewan,Employment,Construction,Males,46.3
2013,Saskatchewan,Employment,Construction,Females,7.1
2013,Saskatchewan,Employment,Manufacturing,Males,23.6
2013,Saskatchewan,Employment,Manufacturing,Females,5.9
2013,Saskatchewan,Employment,Services-producing sector,Males,179.7
2013,Saskatchewan,Employment,Services-producing sector,Females,227.2
2013,Saskatchewan,Employment,Transportation and warehousing,Males,21.8
2013,Saskatchewan,Employment,Transportation and warehousing,Females,6.4
2013,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Males,11.1
2013,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Females,16.4
2013,Saskatchewan,Employment,"Professional, scientific and technical services",Males,14.8
2013,Saskatchewan,Employment,"Professional, scientific and technical services",Females,11.4
2013,Saskatchewan,Employment,Educational services,Males,13.4
2013,Saskatchewan,Employment,Educational services,Females,28.7
2013,Saskatchewan,Employment,Health care and social assistance,Males,13.0
2013,Saskatchewan,Employment,Health care and social assistance,Females,61.5
2013,Saskatchewan,Employment,"Information, culture and recreation",Males,8.6
2013,Saskatchewan,Employment,"Information, culture and recreation",Females,9.3
2013,Alberta,Employment,Goods-producing sector,Males,502.6
2013,Alberta,Employment,Goods-producing sector,Females,139.5
2013,Alberta,Employment,Construction,Males,205.1
2013,Alberta,Employment,Construction,Females,38.9
2013,Alberta,Employment,Manufacturing,Males,106.3
2013,Alberta,Employment,Manufacturing,Females,36.4
2013,Alberta,Employment,Services-producing sector,Males,716.6
2013,Alberta,Employment,Services-producing sector,Females,867.5
2013,Alberta,Employment,Transportation and warehousing,Males,89.6
2013,Alberta,Employment,Transportation and warehousing,Females,30.2
2013,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Males,44.4
2013,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Females,59.8
2013,Alberta,Employment,"Professional, scientific and technical services",Males,102.1
2013,Alberta,Employment,"Professional, scientific and technical services",Females,74.0
2013,Alberta,Employment,Educational services,Males,38.6
2013,Alberta,Employment,Educational services,Females,86.3
2013,Alberta,Employment,Health care and social assistance,Males,38.9
2013,Alberta,Employment,Health care and social assistance,Females,194.4
2013,Alberta,Employment,"Information, culture and recreation",Males,37.1
2013,Alberta,Employment,"Information, culture and recreation",Females,37.8
2013,British Columbia,Employment,Goods-producing sector,Males,355.9
2013,British Columbia,Employment,Goods-producing sector,Females,86.2
2013,British Columbia,Employment,Construction,Males,179.7
2013,British Columbia,Employment,Construction,Females,24.7
2013,British Columbia,Employment,Manufacturing,Males,112.9
2013,British Columbia,Employment,Manufacturing,Females,38.8
2013,British Columbia,Employment,Services-producing sector,Males,816.8
2013,British Columbia,Employment,Services-producing sector,Females,1006.6
2013,British Columbia,Employment,Transportation and warehousing,Males,99.7
2013,British Columbia,Employment,Transportation and warehousing,Females,27.6
2013,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Males,63.7
2013,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Females,75.9
2013,British Columbia,Employment,"Professional, scientific and technical services",Males,101.7
2013,British Columbia,Employment,"Professional, scientific and technical services",Females,76.6
2013,British Columbia,Employment,Educational services,Males,55.3
2013,British Columbia,Employment,Educational services,Females,111.4
2013,British Columbia,Employment,Health care and social assistance,Males,48.0
2013,British Columbia,Employment,Health care and social assistance,Females,219.2
2013,British Columbia,Employment,"Information, culture and recreation",Males,55.3
2013,British Columbia,Employment,"Information, culture and recreation",Females,52.1
2014,Newfoundland and Labrador,Employment,Goods-producing sector,Males,45.9
2014,Newfoundland and Labrador,Employment,Goods-producing sector,Females,8.7
2014,Newfoundland and Labrador,Employment,Construction,Males,20.1
2014,Newfoundland and Labrador,Employment,Construction,Females,2.5
2014,Newfoundland and Labrador,Employment,Manufacturing,Males,8.3
2014,Newfoundland and Labrador,Employment,Manufacturing,Females,2.3
2014,Newfoundland and Labrador,Employment,Services-producing sector,Males,76.4
2014,Newfoundland and Labrador,Employment,Services-producing sector,Females,107.6
2014,Newfoundland and Labrador,Employment,Transportation and warehousing,Males,9.0
2014,Newfoundland and Labrador,Employment,Transportation and warehousing,Females,2.7
2014,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Males,3.7
2014,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Females,4.9
2014,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Males,6.4
2014,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Females,4.2
2014,Newfoundland and Labrador,Employment,Educational services,Males,6.3
2014,Newfoundland and Labrador,Employment,Educational services,Females,11.3
2014,Newfoundland and Labrador,Employment,Health care and social assistance,Males,6.5
2014,Newfoundland and Labrador,Employment,Health care and social assistance,Females,31.0
2014,Newfoundland and Labrador,Employment,"Information, culture and recreation",Males,4.0
2014,Newfoundland and Labrador,Employment,"Information, culture and recreation",Females,3.6
2014,Prince Edward Island,Employment,Goods-producing sector,Males,14.4
2014,Prince Edward Island,Employment,Goods-producing sector,Females,3.6
2014,Prince Edward Island,Employment,Construction,Males,5.2
2014,Prince Edward Island,Employment,Construction,Females,0.6
2014,Prince Edward Island,Employment,Manufacturing,Males,3.7
2014,Prince Edward Island,Employment,Manufacturing,Females,1.9
2014,Prince Edward Island,Employment,Services-producing sector,Males,22.9
2014,Prince Edward Island,Employment,Services-producing sector,Females,33.2
2014,Prince Edward Island,Employment,Transportation and warehousing,Males,2.3
2014,Prince Edward Island,Employment,Transportation and warehousing,Females,0.7
2014,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Males,0.9
2014,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Females,1.4
2014,Prince Edward Island,Employment,"Professional, scientific and technical services",Males,1.5
2014,Prince Edward Island,Employment,"Professional, scientific and technical services",Females,1.4
2014,Prince Edward Island,Employment,Educational services,Males,1.9
2014,Prince Edward Island,Employment,Educational services,Females,3.7
2014,Prince Edward Island,Employment,Health care and social assistance,Males,1.6
2014,Prince Edward Island,Employment,Health care and social assistance,Females,8.9
2014,Prince Edward Island,Employment,"Information, culture and recreation",Males,1.3
2014,Prince Edward Island,Employment,"Information, culture and recreation",Females,1.3
2014,Nova Scotia,Employment,Goods-producing sector,Males,69.4
2014,Nova Scotia,Employment,Goods-producing sector,Females,14.6
2014,Nova Scotia,Employment,Construction,Males,29.8
2014,Nova Scotia,Employment,Construction,Females,4.2
2014,Nova Scotia,Employment,Manufacturing,Males,23.0
2014,Nova Scotia,Employment,Manufacturing,Females,6.9
2014,Nova Scotia,Employment,Services-producing sector,Males,155.6
2014,Nova Scotia,Employment,Services-producing sector,Females,208.0
2014,Nova Scotia,Employment,Transportation and warehousing,Males,16.4
2014,Nova Scotia,Employment,Transportation and warehousing,Females,4.5
2014,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Males,9.2
2014,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Females,13.0
2014,Nova Scotia,Employment,"Professional, scientific and technical services",Males,15.3
2014,Nova Scotia,Employment,"Professional, scientific and technical services",Females,10.9
2014,Nova Scotia,Employment,Educational services,Males,12.0
2014,Nova Scotia,Employment,Educational services,Females,23.4
2014,Nova Scotia,Employment,Health care and social assistance,Males,11.1
2014,Nova Scotia,Employment,Health care and social assistance,Females,58.1
2014,Nova Scotia,Employment,"Information, culture and recreation",Males,11.1
2014,Nova Scotia,Employment,"Information, culture and recreation",Females,8.1
2014,New Brunswick,Employment,Goods-producing sector,Males,62.5
2014,New Brunswick,Employment,Goods-producing sector,Females,13.7
2014,New Brunswick,Employment,Construction,Males,26.0
2014,New Brunswick,Employment,Construction,Females,2.2
2014,New Brunswick,Employment,Manufacturing,Males,20.8
2014,New Brunswick,Employment,Manufacturing,Females,7.2
2014,New Brunswick,Employment,Services-producing sector,Males,116.8
2014,New Brunswick,Employment,Services-producing sector,Females,160.9
2014,New Brunswick,Employment,Transportation and warehousing,Males,11.5
2014,New Brunswick,Employment,Transportation and warehousing,Females,4.8
2014,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Males,6.5
2014,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Females,8.4
2014,New Brunswick,Employment,"Professional, scientific and technical services",Males,9.7
2014,New Brunswick,Employment,"Professional, scientific and technical services",Females,7.7
2014,New Brunswick,Employment,Educational services,Males,8.4
2014,New Brunswick,Employment,Educational services,Females,17.2
2014,New Brunswick,Employment,Health care and social assistance,Males,8.5
2014,New Brunswick,Employment,Health care and social assistance,Females,43.5
2014,New Brunswick,Employment,"Information, culture and recreation",Males,6.5
2014,New Brunswick,Employment,"Information, culture and recreation",Females,4.5
2014,Quebec,Employment,Goods-producing sector,Males,670.6
2014,Quebec,Employment,Goods-producing sector,Females,192.2
2014,Quebec,Employment,Construction,Males,229.0
2014,Quebec,Employment,Construction,Females,26.6
2014,Quebec,Employment,Manufacturing,Males,352.8
2014,Quebec,Employment,Manufacturing,Females,137.0
2014,Quebec,Employment,Services-producing sector,Males,1435.7
2014,Quebec,Employment,Services-producing sector,Females,1761.2
2014,Quebec,Employment,Transportation and warehousing,Males,147.8
2014,Quebec,Employment,Transportation and warehousing,Females,37.8
2014,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Males,100.4
2014,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Females,117.8
2014,Quebec,Employment,"Professional, scientific and technical services",Males,174.6
2014,Quebec,Employment,"Professional, scientific and technical services",Females,124.1
2014,Quebec,Employment,Educational services,Males,85.9
2014,Quebec,Employment,Educational services,Females,188.1
2014,Quebec,Employment,Health care and social assistance,Males,106.3
2014,Quebec,Employment,Health care and social assistance,Females,462.9
2014,Quebec,Employment,"Information, culture and recreation",Males,95.0
2014,Quebec,Employment,"Information, culture and recreation",Females,86.9
2014,Ontario,Employment,Goods-producing sector,Males,1074.1
2014,Ontario,Employment,Goods-producing sector,Females,308.0
2014,Ontario,Employment,Construction,Males,412.1
2014,Ontario,Employment,Construction,Females,55.3
2014,Ontario,Employment,Manufacturing,Males,537.8
2014,Ontario,Employment,Manufacturing,Females,210.8
2014,Ontario,Employment,Services-producing sector,Males,2493.1
2014,Ontario,Employment,Services-producing sector,Females,3002.8
2014,Ontario,Employment,Transportation and warehousing,Males,246.9
2014,Ontario,Employment,Transportation and warehousing,Females,82.1
2014,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Males,236.3
2014,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Females,275.8
2014,Ontario,Employment,"Professional, scientific and technical services",Males,315.5
2014,Ontario,Employment,"Professional, scientific and technical services",Females,244.4
2014,Ontario,Employment,Educational services,Males,154.5
2014,Ontario,Employment,Educational services,Females,340.2
2014,Ontario,Employment,Health care and social assistance,Males,135.6
2014,Ontario,Employment,Health care and social assistance,Females,662.6
2014,Ontario,Employment,"Information, culture and recreation",Males,173.2
2014,Ontario,Employment,"Information, culture and recreation",Females,143.3
2014,Manitoba,Employment,Goods-producing sector,Males,119.1
2014,Manitoba,Employment,Goods-producing sector,Females,27.8
2014,Manitoba,Employment,Construction,Males,40.0
2014,Manitoba,Employment,Construction,Females,3.9
2014,Manitoba,Employment,Manufacturing,Males,47.6
2014,Manitoba,Employment,Manufacturing,Females,16.2
2014,Manitoba,Employment,Services-producing sector,Males,214.3
2014,Manitoba,Employment,Services-producing sector,Females,265.2
2014,Manitoba,Employment,Transportation and warehousing,Males,30.2
2014,Manitoba,Employment,Transportation and warehousing,Females,7.3
2014,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Males,14.8
2014,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Females,19.0
2014,Manitoba,Employment,"Professional, scientific and technical services",Males,13.3
2014,Manitoba,Employment,"Professional, scientific and technical services",Females,11.4
2014,Manitoba,Employment,Educational services,Males,16.0
2014,Manitoba,Employment,Educational services,Females,33.4
2014,Manitoba,Employment,Health care and social assistance,Males,19.2
2014,Manitoba,Employment,Health care and social assistance,Females,79.9
2014,Manitoba,Employment,"Information, culture and recreation",Males,11.7
2014,Manitoba,Employment,"Information, culture and recreation",Females,10.1
2014,Saskatchewan,Employment,Goods-producing sector,Males,136.4
2014,Saskatchewan,Employment,Goods-producing sector,Females,28.1
2014,Saskatchewan,Employment,Construction,Males,51.2
2014,Saskatchewan,Employment,Construction,Females,6.0
2014,Saskatchewan,Employment,Manufacturing,Males,21.8
2014,Saskatchewan,Employment,Manufacturing,Females,7.1
2014,Saskatchewan,Employment,Services-producing sector,Males,175.5
2014,Saskatchewan,Employment,Services-producing sector,Females,231.0
2014,Saskatchewan,Employment,Transportation and warehousing,Males,22.7
2014,Saskatchewan,Employment,Transportation and warehousing,Females,6.5
2014,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Males,12.2
2014,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Females,17.7
2014,Saskatchewan,Employment,"Professional, scientific and technical services",Males,15.4
2014,Saskatchewan,Employment,"Professional, scientific and technical services",Females,11.0
2014,Saskatchewan,Employment,Educational services,Males,13.0
2014,Saskatchewan,Employment,Educational services,Females,30.5
2014,Saskatchewan,Employment,Health care and social assistance,Males,10.2
2014,Saskatchewan,Employment,Health care and social assistance,Females,63.3
2014,Saskatchewan,Employment,"Information, culture and recreation",Males,8.3
